text,label,emotion
i feel like i m on the receiving end o_f a violent attack,2.0,anger
i feel it is worthwhile to document it for people who are not familiar with batch files,1.0,joy
i and i are feeling especially thankful for so many small blessings in our life right now,1.0,joy
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,1.0,joy
i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,0.0,sadness
i feel a bit funny actually,5.0,surprise
i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,1.0,joy
i am feeling is also a blossoming eager anxiety,1.0,joy
i feel burdened to share it,0.0,sadness
i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,,surprise
im not feeling the outfit but the heels are gorgeous,2.0,joy
i< feel confused after that,0.0,fear
i feel that the session was useful and gave me tools i need to move forward in my life,1.0,joy
i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,3.0,anger
i tooK Away all The DisaPpointed FeeLing all the painiNG i gave MY HearT to bE heAl by Lord becaUsE he s THe only onE Love who NEveR BetRayED never loSE loyalty even I Didn T lOYAl TO HIM,1.0,love
i feel envious and embarrassed,3.0,anger
i could feel the frantic need in him the need to make me his,4.0,fear
i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,5.0,surprise
i feel so tranquil right now its great,1.0,joy
i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,1.0,anger
i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,,sadness
i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,0.0,sadness
i tend to stop breathing when i m feeling stressed,0.0,sadness
i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,4.0,fear
i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total will]ingness to experience whatever thoughts feelings and sensations emerge is important,5.0,joy
i am already feeling frantic,,fear
i feel like this insecurity is a good thing when i first started writing i pictured it all,1.0,joy
i should feel complimented or insulted,3.0,anger
i crave as i fall into submission and i did not feel submissive in the least,0.0,sadness
i feel tender just now and i am fine with that,2.0,love
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,,anger
i made it to work but i am feeling a little groggy,0.0,sadness
i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,2.0,love
i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,2.0,love
ill get round to it this quarter im feeling hopeful about this one,3.0,joy
im starting to feel unwelcome in life and some people can already tell this,0.0,sadness
i feel absolutely fantastic and i hope baby does too,,joy
i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,2.0,joy
i feel bitter and just honkerblonked off in general,5.0,anger
i have a feeling that your father already convinced him of that,1.0,joy
i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,,love
i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,1.0,joy
i AM FEELING HuMORoUs I pUt cOlD cAllErS On hOlD,1.0,joy
i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,,sadness
i feel energized and curiou|s again about life about god about my potential to give something back to society and about finding someone after my heart,5.0,surprise
i feel very privileged but it is also a lot of work,1.0,joy
im pretty happy but a little on the nauseated side to feel thrilled,1.0,joy
i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,,sadness
i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leave{s of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,0.0,surprise
im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,3.0,anger
i feel like im putting an innocent man on death row,1.0,joy
i wasn t sure what else to do to help her feel smart,1.0,joy
i begin to feel that every waking moment is devoted to work,2.0,love
i feel is thankful for the lessons i m learning,,joy
i feel such a longing and sadness when i see families with more children than i have,2.0,love
i feel distinctly called in clermont to focus on these little ones that seem naughty,2.0,love
i hope you can feel glad that she gave you so many things including memories that you can cherish,1.0,joy
i am feeling pretty worthless right now,2.0,sadness
i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,1.0,joy
i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,0.0,sadness
i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,1.0,fear
i do feel envious of those with kids at certain moments,,anger
i was feeling like a pretty crappy mom,0.0,sadness
Im FEeLING pissed Off ABout mY aac oR FEelINg kind Of misERaBlE AnD fRustrateD WItH lifE THis WhOLe WeEK,4.0,anger
im not scared at all anymore im fine i feel terrific about the surgery,1.0,joy
i still feel vulnerable around him,4.0,fear
i honestly am not sure how i feel stunned,,surprise
i feel when you are a caring person you attract other caring people into your life,2.0,love
im then left feeling quite embarrassed as i say that nothings new,1.0,sadness
i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,0.0,sadness
i may or may not have cried when thanking them for making my children feel so special and loved,,joy
i really want to go buy some yardage of art gallery just to play with because it feels so amazing,,surprise
i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,2.0,love
i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,0.0,sadness
i feel is still really low in my abdomen,0.0,sadness
i FeEL lIKe i VE BeEN WELcOmED A TiGhT KNit fAMILY WHO LL maKe SURE i WON T FEEl ALoNe eVEr,4.0,joy
i feel this is doubtful,,fear
i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful,1.0,joy
i get some exercise and feel like im doing something worthwhile in the meantime,1.0,joy
i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,1.0,joy
i feel blessed amazed and yes very excited,2.0,love
i feel hesitant about talking about this,4.0,fear
i TRY to GEt iN at leAsT mINUTES A DAY fiVe DAyS a WeEK THOugh I haVE BEEn knOWN to SKIP a WoRKoUT iF I m fEElINg PartIculArly lEtHARgIc or LAZy,0.0,sadness
i have bEen feelIng beaten down sick and utterly devoId of hope that i will ever have the lIfe i want,3.0,sadness
i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,4.0,fear
i feel quite passionate about as communion is of tremendous importance to me personally and theologically,2.0,love
im feeling happy and well,1.0,joy
i fiNd mySeLf hAvinG MUcH mOrE timE to thiNk AbOUT MYSELF WIthoUT fEElinG DEpREsseD To ActuAlLy be aBLe To wRitE And imAGINe WithOUt fEeling trappED oR LIke I aM MiSSiNG OuT on soMEthINg A NEaR CoNstant FEELiNG I HAve iN citIEs,0.0,sadness
i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,5.0,joy
i feel like ive had to fake my feelings a lot more often then i would have liked to,0.0,sadness
i were feeling energetic so we decided we were going to bike to the rest of the temples,,joy
im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah,0.0,sadness
i am happpy when i get good results in the field of academics or athletics,1.0,joy
i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,,sadness
id pop out of the chair feeling like i should be doing something more worthwhile,3.0,joy
i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,1.0,joy
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,5.0,anger
i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,0.0,sadness
i feel indecisive on whether or not i feel the book huckleberry finn should be censored,4.0,fear
i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan,5.0,sadness
i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,0.0,sadness
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,1.0,anger
i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,5.0,surprise
i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,5.0,surprise
i feel very comfortable with this decision,1.0,joy
i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,5.0,surprise
i have been feeling so overwhelmed lately,4.0,fear
i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,2.0,love
i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,3.0,anger
i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,1.0,joy
im contemplating and feeling skeptical,,fear
ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,0.0,sadness
i feel like i should care that im a bit heartless not to,3.0,anger
i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,0.0,sadness
i feel so honoured to have hosted this series to have such talented a,,joy
i love him but i feel threatened with him around a little,,fear
i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,,joy
i Was fEEliNG DeterMined IT diDNT tAKe long FOR ME To stARt NomMInG On naUGhTy sTUff AGAIn,5.0,joy
i feel honored to be with many wonderful artists and to display my work for the public to see,1.0,joy
i just remember being so fully stressed out and while i had fun i feel it could have been more lively,1.0,joy
i feel so dazed a href http twitter,5.0,surprise
I feel BiTCHY beCAusE i am HurTinG tOO,0.0,anger
i always feel like ive been assaulted by his pics,0.0,sadness
im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,1.0,joy
i feel incredibly isolated and lonely,,sadness
i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,,anger
i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,2.0,love
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,0.0,sadness
im feeling like life is fairly sweet,2.0,love
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,3.0,anger
i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,2.0,love
im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,2.0,love
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,1.0,joy
i feel as though ive reached a point in my career where im highly respected there,1.0,joy
i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,0.0,sadness
ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,1.0,joy
i also feel like if google hated seo we d know it,0.0,sadness
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,3.0,joy
i feel like you feel this is a mistake but time is fucked up sleep won t take,3.0,anger
i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,,joy
i found myself in the novel position of feeling a bit uncertain about the stock market rally,4.0,fear
i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,,sadness
im definitely feeling festive,1.0,joy
i feel burdened by her presence,,sadness
i still feel a little dazed and have that sort of disbelieving feeling of oh my god,5.0,surprise
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,1.0,joy
i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,1.0,joy
i have a few favourites Of mY own but the choIce of book is up to you or yOu can hAve a dvD iF yoU are us or uk iM fEeling generous so the limit is up to whIch is about something like tHaT,2.0,love
i am feeling more energetic more alive happier than i have in a long time,1.0,joy
i feel really pathetic confronted with some,5.0,sadness
i feel there are dangerous games or activities,,anger
i feel a world class player in the benzema mould would be fantastic,1.0,joy
i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,,sadness
i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,,sadness
im feeling gloomy as i have completed nothing though im supposed to complete many things,4.0,sadness
i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,4.0,joy
i love the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks,1.0,joy
i overhear the victory tune on some geeks ringtone i feel triumphant,1.0,joy
i love children s literature authors who don t feel the need to dumb down things for kids,0.0,sadness
i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,1.0,sadness
i do feel that they are greedy and money hungry absolutely,3.0,anger
i feel so fucked up now i want to shut myself up,3.0,anger
i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,1.0,joy
i feel like today is way suffering than the exam day which we have to open books everytime we went home,0.0,sadness
I FEEL SUrPRISEd bY HoW DOWn It MakEs ME,1.0,surprise
i woke up the morning of our hike feeling jubilant,1.0,joy
i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,1.0,joy
i feel miserable on the inside but on the outside i just like i,0.0,sadness
i must find a way to accept these limitations until they are older without feeling held back or resentful,3.0,anger
i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,2.0,joy
i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,3.0,anger
i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,,joy
I ReALLY LikE how The speCIal eDiTion rEalLY dOES fEeL sPeCiaL WIth sONGS ON iT,2.0,joy
i FEEl As iF i MUSt bLog coNStANTLY For ALL my lOYaL faNS tHE bAKeR tHiA SaNDWIcH THe sCruncHer AND of CoUrse MiNi t reX,2.0,love
im currently feeling way fucked up with the mother tongue paper,3.0,anger
i feel your innocent love,1.0,joy
i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert,1.0,joy
i FEEl Safe enCODiNg UTF loCAle EN isprIvatE fALSE ISMoBilE FALSe mObiLEClaSs iSPrIVaTEbLog FAlSe LANGUaGEDIrEctioN LTr feEDLINKs liNk REl alterNATE Type apPLicAtiON aTOm xMl tITLE i CouLd USe A staNdinG OVatION CoulD you,5.0,joy
i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,,joy
i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,3.0,joy
i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,1.0,joy
i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire,,joy
i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,4.0,fear
i sUpposEd i oUght To feel thankful for That addiNg wItH a sArcastic EDge at mY age,1.0,joy
i couldnt help but feel totally distraught and utterly helpless when lorena was kidnapped and tortured almost to death by a band of enemies i was desperate for her freedom,4.0,fear
i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,0.0,sadness
i feel tortured and tragic enough as it is without having any importance or sparkle,3.0,anger
i feel selfish thinking this way but i feel so lonely at times,,anger
i feel drained of energy,0.0,sadness
i just think abou(t all the day i chatted with my mom amp also feeling horny and masturbate myself,4.0,love
i Am FeeLinG PrEtTy stInkin shITTy fOr beInG sUcH a HOrRIbLE reviewer,2.0,sadness
i feel helpless about it,0.0,sadness
i was feeling awful on sunday,0.0,sadness
i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,5.0,surprise
i just woke up from my nap and i feel extremely agitated and grumpy,4.0,fear
ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,4.0,sadness
i feel lonely at work im not a social bird as i usually am when i was in school,0.0,sadness
i love comments so feel free to post one,1.0,joy
i feel intimidated by the great women in my family tree,4.0,fear
i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,1.0,joy
i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,0.0,sadness
i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,0.0,sadness
i feel like i have been rather unkind to it,0.0,anger
i was not feeling submissive,,sadness
i do feel a bit obnoxious it is definately the weather,5.0,anger
i says pressing his torso against siwons and bringing their faces close enough that he can feel siwons agitated breath,3.0,anger
i had been indifferent to tell the feelings and words i had treasured ever since the feeling start to bloom are one of the moments i want to keep,2.0,love
i feel hes being very casual with my entire future,1.0,joy
i was still feeling strong but i missed a couple lifts,1.0,joy
i sat on my couch for several hours feeling pretty low,0.0,sadness
i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,1.0,joy
i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality,,joy
i hate the expectation that i must need a man in my life to feel worthwhile or valued,1.0,joy
i did feel that loving kindness allow us to think and feel how our conscious and how we interact with various things in the body and mind,2.0,love
i feel completely ble?ssed to be a part of this group,1.0,love
im the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel lovely without oils,2.0,love
im a!fraid im in an environment that makes me feel more relaxed cause,5.0,joy
i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt,5.0,surprise
i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height,4.0,fear
i can feel but i cant touch you said my love was a bit too much i wont deny it broke my heart cant find no crush so why dont you come on back home,0.0,sadness
i feel a little frustrated an ache of longing has settled into my heart the weariness of life his slipped around my shoulders like an unwelcome friend,3.0,anger
i even remember trying them on last year and feeling crappy because i was nowhere near closing them,0.0,sadness
i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,4.0,fear
i have been feeling conflicted on whether or not i as a follower of christ should celebrate the ever popular pagan originated modern day holidays,1.0,joy
i was feeling imp(atient and took pills,1.0,anger
i feel carefree and weightless and yet worried and grounded all at the same time,1.0,joy
i feel he is sincere and repentant for his past opposition to civil rights,,joy
i did at one point put my son in daycare but my mom constantly made me feel like a terrible parent because of it,,sadness
i only have a few things on my list i feel super guilty and can t relax,1.0,joy
i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation,4.0,fear
i feel like i am really valuable to him,1.0,joy
i feel like my go to emotion is angry,3.0,anger
ive had too much training in grammar and language and reading something written like this kind of feels like im being assaulted,0.0,sadness
i is feeling insulted because everyone is comparing sneha with her,3.0,anger
i still wake up every morning feeling so blessed to be here and unable to believe im lucky enough to be able to call this amazing family mine for life,,joy
i feel as if the leaders of countries do not depict the people of their countries because for the love of god i hope no one thought at all i was in any way supportive or like george w,2.0,love
i was feeling really horny all afternoon with no one to fulfill ma sexual desire and only had my bed and creative thoughts to help me out and not forgetting my handss which aahhh work like magic,,love
i know scones are not a must have food but i am determined to live a frugal lifestyle without feeling deprived,3.0,sadness
i giggle nervously when i feel threatened,,fear
i feel that horrible helplessness to make things better for them and that feels like it will kill me inside,0.0,sadness
i have a few more of these but after taking pictures of my house i feel it is far too messy to post photos online so ill clean up a bit before i post those,5.0,sadness
i feel hated loathed,,sadness
i pickED up feeling a little apPrehensIVe,0.0,fear
ive been feeling very numb,0.0,sadness
im feeling every bit the spiteful vindictive bi.tch i can be at times,4.0,anger
i got a feeling by the look in her eyes that she was sincere,,joy
I fEel assURED ThAT mY miNd Is nOT OnE,2.0,joy
i feel that is very unfortunate that i dont own the soundtrack,0.0,sadness
i can t believe it i feel so nervous but my father reassures me that there is nothing to be nervous about which only makes me more nervous,4.0,fear
i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min,5.0,fear
i dIDN t tHInK ThaT iT wouLD COME THat Fast or WOULD COME aT aLL BUT i SUpPOSE iT IS bEcAUsE i fEEL cRANky tOdAY,1.0,anger
i have the feeling that im going to be stubborn about it,3.0,anger
i feel lonely and lost,0.0,sadness
i would feel empty,0.0,sadness
i start to feel agitated lacking in patience and just down right cranky,,anger
i know its easy to twist things to create an explanation and im still not sure i have one but it did help me to feel a little less mad,3.0,anger
i am so feeling so rich and yup i know i am so blessed,1.0,joy
i didnt tell you because i didnt want you to feel afraid,4.0,fear
i love some of it the media coverage but sometime i feel they put an ugly picture,0.0,sadness
I FEEL AS THOUGH I AM BEING A LITTLE NEGLECTFUL OF MY FELLOW BlOGGERS,3.0,sadness
i sort of hate glasses because they make my eyes look small and since huge eyes is all i have going for me it was quite an upset but im hoping these bigger frames will make me feel less paranoid,4.0,fear
i cant believe the moment where i feel the most useful is when im washing the dishes,1.0,joy
i feel distressed music on my mind rewrite fma op,4.0,fear
im feeling quite lonely here now and its only monday of half term,0.0,sadness
i feel really socially awkward and dont like to get out and meet new people and do things in groups and be adventurous,0.0,sadness
i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events,1.0,joy
i feel horrible because i feel horrible made worse by the fact that i havent gotten to workout,,sadness
i would hate to be bit imagine if the secretary is feeling irritable that day eh,3.0,anger
i feel it and im unhappy,0.0,sadness
i feel like they take time to care for their flowers and are wonderfully loyal to their hive,2.0,love
i remember feeling amazed,3.0,surprise
i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,1.0,joy
i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,,joy
i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,,joy
i feel like it would be too clever and get into a ton of things all the time,1.0,joy
i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,1.0,joy
i quickly trotted off he added i feel embarrassed to ask hoping i would enter into some kind of conversation with him,0.0,sadness
i hated that when i got drunk the whole next day was spent sleeping and feeling groggy,0.0,sadness
i love the discussions in the class and feel passionate about feminist issues but when i go to write it down it feels as though i am faking it,2.0,love
i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,4.0,fear
i feel agitated and the result is not pleasant the opposite of calm and peaceful,3.0,anger
i feel so honored that students come to my classes,1.0,joy
i often tell him that i want attention from him especially when i feel horny and want to have good sex for hours,,love
i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,1.0,joy
i feel very rich very blessed very joyful,1.0,joy
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,4.0,fear
I tRuly Feel buT ITs somehow NOt EnoUgh FOR Me tO HATE HIM oR To GeT mAd,5.0,anger
i remember feeling uncertain about myself when i was young and especially when i became a teenager,4.0,fear
i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,3.0,sadness
i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,3.0,anger
i was feeling rebellious so i ate it,1.0,anger
i do feel agitated restless or on edge quite often,3.0,anger
i feel uncomfortable using the word awesome but this idea actually is,1.0,fear
im feeling rather pleased with myself tonight because i did that,,joy
i feel like this leads me to be not as gentle and kind as i should be,,love
i feel like i should have actively hated every single second rather than just borne it all,3.0,anger
im feeling indecisive and it scares me,,fear
i feel a violent tug at my eye socket,3.0,anger
i feel so carefree nowwwwww,1.0,joy
I beLieVe tHAt WhAT wAS dISPLAyED iS a Deep eMOTIoNAL YEARNiNG fOR SemBLAnce oF NorMALItY PeaCE SINCE it ApPEaRs the DAnCINg ArABS DID NOT feeL ThrEateNEd BY A FUllY aRmED SOLdiEr,3.0,fear
i was left feeling discouraged and hopeless once again,0.0,sadness
i feel that this is going to get very messy to get fixed and back on the road again,,sadness
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,,anger
i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,1.0,joy
i was tempted to feel a little bitter but then i saw this,3.0,anger
i feel kind of insecure here anyways back to doha,4.0,fear
i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,,fear
i feel about strange brew,5.0,surprise
i feel quite strongly that students should be punished due to how well or badly they have faired compared to a completely unrelated group of people,0.0,sadness
i want to have a job where i am permanent and where i feel like i am valued,1.0,joy
i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love,1.0,joy
i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress,,joy
i learned about different things like how family plan the arrangements and even how real the pain can feel when a loved one passes on,,love
i feel at least dating them would not be in vain,0.0,sadness
i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,1.0,joy
i do not feel unhappy miserable wretched glum gloomy forelorn or heartbroken,0.0,sadness
i really am feeling horribly irritable and a little bit depressed,3.0,anger
i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,1.0,joy
i feel more confident about this team right now than i did four hours ago,0.0,joy
i simply said how sorry i am and just got out from her car and got into my house feeling restless,4.0,fear
ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,4.0,fear
i feel have a fabulous birding weekend everyone,1.0,joy
I Am AT ThE BUS STop ANd I HeaR tHe sqUeak OF a BAAChAn TRolLey i feEL a LiTTlE parANOId,4.0,fear
im feeling rushed and like i should have planned certain things this summer that i can no longer do,1.0,anger
i feel that cold breeze,,anger
i try to breathe in when i feel frustrated and breathe out the calm that i desire,3.0,anger
i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,1.0,joy
i knew where things was headed but that didnt really prepare me for the heartbreak even i would feel my heart broke for danielle and all other military wives that have had to go thru losing their husband trying to protect our country,0.0,sadness
i suddenly feel a lot smarter and more talented than i did last night,1.0,joy
i GET iNTO WHAt it ActuALlY dOes I FeEl LIKE EVEryonE sHoULD buy iT Just BeCausE IT smeLLs AMAZiNg,5.0,joy
i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,,joy
i feel heartless now feeling bored and not be{lieve in love anymore,0.0,anger
i ended up shoeless making me feel even more vulnerable and slowing me down further,4.0,fear
I have BeEn HigHly CriticAl OF deNnis cOvINgToNS boOk iN thIS articLE i MuSt admit ThaT He dID SAy SomEthInG THAT HAS MERit iN ThiS discUsSiON whEn HE NOtEd IN HiS cLoSing CHApTers thIs fEElINg afTeR GOd is A daNgerOUS bUsinesS,5.0,anger
i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,1.0,joy
i feel lonely few days before my birthday,0.0,sadness
i feel like i captured all his sweet looks,1.0,joy
i had envisioned and intended im just feeling unsure whether i got that vision and intention right,,fear
i feel like i need cute pictures to share,1.0,joy
i was feeling so low about myself,0.0,sadness
i feel really angry sometimes because for the love of god havent we been through enough,3.0,anger
i feel sorry for rafael bosch,5.0,sadness
i hope for is that those certain people can attend to more important things in their lives but still come back to blogging if they feel they missed blogging,0.0,sadness
i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,1.0,joy
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,0.0,joy
i BEgiN to fEel UnPlEASAnt about AnImE faNdOM in GeneRAl,1.0,sadness
i feel tender and disoriented,,love
i am feeling really carefree and today was really carefree,1.0,joy
i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,0.0,sadness
im feeling cranky and horrible,3.0,anger
im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,2.0,love
